"SITUACAO_CC","DURACAO_EMPRESTIMO","HISTORICO_CREDITO","PROPOSITO","TOTAL_CREDITO","POUPANCA","EMPREGADO_DESDE","TAXA_PAGTO","GENERO_ESTADO_CIVIL","DEVEDOR_FIADOR","ANOS_RESIDENCIA","BENS","IDADE","OUTROS_EMPRESTIMOS","HABITACAO","CREDITOS_EXISTENTES","TRABALHO","Number of people being liable to provide maintenance for","TELEFONE","TRABALHADOR_ESTRANGEIRO","Score"
"Negativa",15,"créditos existentes pagos devidamente até agora","carro (novo)",3959,"menos de 100","1 a 4 anos",3,"mulher (divorciada/separada/casada)","Nenhum",2,"contrato de poupança/seguro de vida da sociedade de construção",29,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","ruim"
"Não Possui CC",9,"créditos existentes pagos devidamente até agora","carro (novo)",3577,"100 a 500","1 a 4 anos",1,"masculino (solteiro)","fiador",2,"imóvel",26,"Nenhum","aluguel",1,"funcionário/funcionário qualificado",2,"Nenhum","Não","bom"
"Não Possui CC",24,"conta crítica/outros créditos existentes (não neste banco)","carro (usado)",5804,"mais de 1000","1 a 4 anos",4,"masculino (solteiro)","Nenhum",2,"imóvel",27,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",18,"atraso no pagamento no passado","negócios",2169,"menos de 100","1 a 4 anos",4,"homem (casado/viúvo)","Nenhum",2,"carro ou outro",28,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","ruim"
"Negativa",24,"créditos existentes pagos devidamente até agora","rádio/televisão",2439,"menos de 100","menos de 1 ano",4,"mulher (divorciada/separada/casada)","Nenhum",4,"imóvel",35,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","ruim"
"Não Possui CC",27,"conta crítica/outros créditos existentes (não neste banco)","móveis/equipamentos",4526,"mais de 1000","menos de 1 ano",4,"masculino (solteiro)","Nenhum",2,"imóvel",32,"lojas","próprio",2,"não qualificado - residente",2,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",10,"créditos existentes pagos devidamente até agora","móveis/equipamentos",2210,"menos de 100","1 a 4 anos",2,"masculino (solteiro)","Nenhum",2,"imóvel",25,"banco","aluguel",1,"não qualificado - residente",1,"Nenhum","Sim","ruim"
"Não Possui CC",15,"créditos existentes pagos devidamente até agora","móveis/equipamentos",2221,"500 a 1000","1 a 4 anos",2,"mulher (divorciada/separada/casada)","Nenhum",4,"carro ou outro",20,"Nenhum","aluguel",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Negativa",18,"créditos existentes pagos devidamente até agora","rádio/televisão",2389,"menos de 100","menos de 1 ano",4,"mulher (divorciada/separada/casada)","Nenhum",1,"carro ou outro",27,"lojas","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",12,"conta crítica/outros créditos existentes (não neste banco)","móveis/equipamentos",3331,"menos de 100","mais de 7 anos",2,"masculino (solteiro)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",42,"lojas","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",36,"créditos existentes pagos devidamente até agora","negócios",7409,"desconhecido/sem conta poupança","mais de 7 anos",3,"masculino (solteiro)","Nenhum",2,"contrato de poupança/seguro de vida da sociedade de construção",37,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Negativa",12,"créditos existentes pagos devidamente até agora","móveis/equipamentos",652,"menos de 100","mais de 7 anos",4,"mulher (divorciada/separada/casada)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",24,"Nenhum","aluguel",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",36,"atraso no pagamento no passado","móveis/equipamentos",7678,"500 a 1000","4 a 7 anos",2,"mulher (divorciada/separada/casada)","Nenhum",4,"carro ou outro",40,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Acima de 200",6,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",1343,"menos de 100","mais de 7 anos",1,"masculino (solteiro)","Nenhum",4,"imóvel",46,"Nenhum","próprio",2,"funcionário/funcionário qualificado",2,"Nenhum","Não","bom"
"Negativa",24,"conta crítica/outros créditos existentes (não neste banco)","negócios",1382,"100 a 500","4 a 7 anos",4,"masculino (solteiro)","Nenhum",1,"imóvel",26,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",15,"créditos existentes pagos devidamente até agora","eletrodomésticos",874,"desconhecido/sem conta poupança","menos de 1 ano",4,"mulher (divorciada/separada/casada)","Nenhum",1,"imóvel",24,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Negativa",12,"créditos existentes pagos devidamente até agora","móveis/equipamentos",3590,"menos de 100","1 a 4 anos",2,"masculino (solteiro)","co-requerente",2,"contrato de poupança/seguro de vida da sociedade de construção",29,"Nenhum","próprio",1,"não qualificado - residente",2,"Nenhum","Sim","bom"
"0 - 200",11,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",1322,"mais de 1000","1 a 4 anos",4,"mulher (divorciada/separada/casada)","Nenhum",4,"carro ou outro",40,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Negativa",18,"todos os créditos neste banco foram devidamente pagos","rádio/televisão",1940,"menos de 100","menos de 1 ano",3,"masculino (solteiro)","co-requerente",4,"desconhecido/sem propriedade",36,"banco","de graça",1,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",36,"créditos existentes pagos devidamente até agora","rádio/televisão",3595,"menos de 100","mais de 7 anos",4,"masculino (solteiro)","Nenhum",2,"carro ou outro",28,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Negativa",9,"créditos existentes pagos devidamente até agora","carro (novo)",1422,"menos de 100","menos de 1 ano",3,"masculino (solteiro)","Nenhum",2,"desconhecido/sem propriedade",27,"Nenhum","de graça",1,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","ruim"
"Não Possui CC",30,"conta crítica/outros créditos existentes (não neste banco)","rádio/televisão",6742,"desconhecido/sem conta poupança","4 a 7 anos",2,"masculino (solteiro)","Nenhum",3,"contrato de poupança/seguro de vida da sociedade de construção",36,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",24,"créditos existentes pagos devidamente até agora","carro (usado)",7814,"menos de 100","4 a 7 anos",3,"masculino (solteiro)","Nenhum",3,"carro ou outro",38,"Nenhum","próprio",1,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",24,"créditos existentes pagos devidamente até agora","carro (usado)",9277,"desconhecido/sem conta poupança","1 a 4 anos",2,"homem (divorciado/separado)","Nenhum",4,"desconhecido/sem propriedade",48,"Nenhum","de graça",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"0 - 200",30,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",2181,"desconhecido/sem conta poupança","mais de 7 anos",4,"masculino (solteiro)","Nenhum",4,"imóvel",36,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",18,"conta crítica/outros créditos existentes (não neste banco)","rádio/televisão",1098,"menos de 100","Desempregado",4,"mulher (divorciada/separada/casada)","Nenhum",4,"carro ou outro",65,"Nenhum","próprio",2,"desempregado / não qualificado - não residente",1,"Nenhum","Sim","bom"
"0 - 200",24,"créditos existentes pagos devidamente até agora","móveis/equipamentos",4057,"menos de 100","4 a 7 anos",3,"homem (divorciado/separado)","Nenhum",3,"carro ou outro",43,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","ruim"
"Negativa",12,"créditos existentes pagos devidamente até agora","Educação",795,"menos de 100","menos de 1 ano",4,"mulher (divorciada/separada/casada)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",53,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"0 - 200",24,"conta crítica/outros créditos existentes (não neste banco)","negócios",2825,"desconhecido/sem conta poupança","4 a 7 anos",4,"masculino (solteiro)","Nenhum",3,"desconhecido/sem propriedade",34,"Nenhum","próprio",2,"funcionário/funcionário qualificado",2,"sim, registrado em nome do cliente","Sim","bom"
"0 - 200",48,"créditos existentes pagos devidamente até agora","negócios",15672,"menos de 100","1 a 4 anos",2,"masculino (solteiro)","Nenhum",2,"carro ou outro",23,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","ruim"
"Não Possui CC",36,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",6614,"menos de 100","mais de 7 anos",4,"masculino (solteiro)","Nenhum",4,"carro ou outro",34,"Nenhum","próprio",2,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",28,"todos os créditos neste banco foram devidamente pagos","carro (usado)",7824,"desconhecido/sem conta poupança","menos de 1 ano",3,"masculino (solteiro)","fiador",4,"imóvel",40,"banco","aluguel",2,"funcionário/funcionário qualificado",2,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",27,"conta crítica/outros créditos existentes (não neste banco)","negócios",2442,"menos de 100","mais de 7 anos",4,"masculino (solteiro)","Nenhum",4,"carro ou outro",43,"lojas","próprio",4,"gerente / autônomo / funcionário altamente qualificado / diretor",2,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",15,"conta crítica/outros créditos existentes (não neste banco)","rádio/televisão",1829,"menos de 100","mais de 7 anos",4,"masculino (solteiro)","Nenhum",4,"carro ou outro",46,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",12,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",2171,"menos de 100","1 a 4 anos",4,"masculino (solteiro)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",38,"banco","próprio",2,"não qualificado - residente",1,"Nenhum","Não","bom"
"0 - 200",36,"conta crítica/outros créditos existentes (não neste banco)","carro (usado)",5800,"menos de 100","1 a 4 anos",3,"masculino (solteiro)","Nenhum",4,"carro ou outro",34,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",18,"conta crítica/outros créditos existentes (não neste banco)","rádio/televisão",1169,"desconhecido/sem conta poupança","1 a 4 anos",4,"masculino (solteiro)","Nenhum",3,"contrato de poupança/seguro de vida da sociedade de construção",29,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",36,"atraso no pagamento no passado","carro (usado)",8947,"desconhecido/sem conta poupança","4 a 7 anos",3,"masculino (solteiro)","Nenhum",2,"carro ou outro",31,"lojas","próprio",1,"gerente / autônomo / funcionário altamente qualificado / diretor",2,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",21,"créditos existentes pagos devidamente até agora","rádio/televisão",2606,"menos de 100","menos de 1 ano",4,"mulher (divorciada/separada/casada)","Nenhum",4,"contrato de poupança/seguro de vida da sociedade de construção",28,"Nenhum","aluguel",1,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",12,"conta crítica/outros créditos existentes (não neste banco)","móveis/equipamentos",1592,"mais de 1000","4 a 7 anos",3,"mulher (divorciada/separada/casada)","Nenhum",2,"contrato de poupança/seguro de vida da sociedade de construção",35,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Não","bom"
"Não Possui CC",15,"créditos existentes pagos devidamente até agora","móveis/equipamentos",2186,"desconhecido/sem conta poupança","4 a 7 anos",1,"mulher (divorciada/separada/casada)","Nenhum",4,"imóvel",33,"banco","aluguel",1,"não qualificado - residente",1,"Nenhum","Sim","bom"
"Negativa",18,"créditos existentes pagos devidamente até agora","móveis/equipamentos",4153,"menos de 100","1 a 4 anos",2,"masculino (solteiro)","co-requerente",3,"carro ou outro",42,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","ruim"
"Negativa",16,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",2625,"menos de 100","mais de 7 anos",2,"masculino (solteiro)","fiador",4,"contrato de poupança/seguro de vida da sociedade de construção",43,"banco","aluguel",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","ruim"
"Não Possui CC",20,"conta crítica/outros créditos existentes (não neste banco)","carro (novo)",3485,"desconhecido/sem conta poupança","menos de 1 ano",2,"homem (divorciado/separado)","Nenhum",4,"imóvel",44,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",36,"conta crítica/outros créditos existentes (não neste banco)","carro (usado)",10477,"desconhecido/sem conta poupança","mais de 7 anos",2,"masculino (solteiro)","Nenhum",4,"desconhecido/sem propriedade",42,"Nenhum","de graça",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",15,"créditos existentes pagos devidamente até agora","rádio/televisão",1386,"desconhecido/sem conta poupança","1 a 4 anos",4,"homem (casado/viúvo)","Nenhum",2,"imóvel",40,"Nenhum","aluguel",1,"funcionário/funcionário qualificado",1,"sim, registrado em nome do cliente","Sim","bom"
"Não Possui CC",24,"créditos existentes pagos devidamente até agora","rádio/televisão",1278,"menos de 100","mais de 7 anos",4,"masculino (solteiro)","Nenhum",1,"imóvel",36,"Nenhum","próprio",1,"gerente / autônomo / funcionário altamente qualificado / diretor",1,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",12,"créditos existentes pagos devidamente até agora","rádio/televisão",1107,"menos de 100","1 a 4 anos",2,"masculino (solteiro)","Nenhum",2,"imóvel",20,"Nenhum","aluguel",1,"gerente / autônomo / funcionário altamente qualificado / diretor",2,"sim, registrado em nome do cliente","Sim","bom"
"Negativa",21,"créditos existentes pagos devidamente até agora","carro (novo)",3763,"desconhecido/sem conta poupança","4 a 7 anos",2,"masculino (solteiro)","co-requerente",2,"imóvel",24,"Nenhum","próprio",1,"não qualificado - residente",1,"Nenhum","Não","bom"
"0 - 200",36,"créditos existentes pagos devidamente até agora","Educação",3711,"desconhecido/sem conta poupança","1 a 4 anos",2,"homem (casado/viúvo)","Nenhum",2,"carro ou outro",27,"Nenhum","próprio",1,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
"Não Possui CC",15,"atraso no pagamento no passado","carro (usado)",3594,"menos de 100","menos de 1 ano",1,"mulher (divorciada/separada/casada)","Nenhum",2,"contrato de poupança/seguro de vida da sociedade de construção",46,"Nenhum","próprio",2,"não qualificado - residente",1,"Nenhum","Sim","bom"
"0 - 200",9,"créditos existentes pagos devidamente até agora","carro (novo)",3195,"desconhecido/sem conta poupança","1 a 4 anos",1,"mulher (divorciada/separada/casada)","Nenhum",2,"imóvel",33,"Nenhum","próprio",1,"não qualificado - residente",1,"Nenhum","Sim","bom"
"Não Possui CC",36,"atraso no pagamento no passado","rádio/televisão",4454,"menos de 100","1 a 4 anos",4,"mulher (divorciada/separada/casada)","Nenhum",4,"imóvel",34,"Nenhum","próprio",2,"funcionário/funcionário qualificado",1,"Nenhum","Sim","bom"
